Código proyecto,Nombre proyecto,Cliente,Industria,Categoría principal,Participantes,Tags,Contraparte,Cargo contraparte,Fecha Inicio,Fecha término,Resumen proyecto,Link,Modificado por,Creado,Modificado,Encargado de proyecto N°1 (Creador Proyecto/Modificador PREZ Antiguo),Encargado de proyecto N°2 (Participante Antiguo),Encargado de proyecto N°3 (Modificador PREZ reciente)
MSB02,Estrategia MSB 2032 y ciclo de relacionamiento con accionistas,Minera Salar Blanco S.A.,Minería,Estrategia,"[""Alfonso Undurraga"",""Mariana Hernández"",""Sebastián Cifuentes"",""Pablo Murillo"",""Simón Merino"",""Francisco Croquevielle"",""Joaquín Cerda"",""Vicente Chadwick""]","[""Roadmap"",""Plan de implementación"",""Mapeo de stakeholders"",""Focos estratégicos""]","Felipe Kilian, Pablo Rodríguez","Gerente General, Gerente de Administración y Finanzas",5/1/2026,19/3/2026,Definición de estrategia de MSB para el 2032 y construcción del ciclo de relacionamiento con accionistas,/sites/Proyectos-TheHouse/Documentos compartidos/Minera Salar Blanco/MSB02 - Planificación Estrategia 2032 y ciclo de relacionamiento con accionistas,Josue Meneses,3/31/2026 2:06 PM,7/28/2026 1:49 PM,Vicente Chadwick,Joaquín Cerda,Bernardita Lea Plaza
GEI04,Modelo organizacional para el crecimiento en Perú,Grupo Echeverría Izquierdo,Inmobiliaria,Sistema organizacional,"[""Loredanna Celleri"",""Juan Pablo Vega"",""Miguel Mondaca"",""Sofía Delano""]","[""Estructura"",""Plan de implementación"",""Comités"",""Plan de gestión del cambio"",""Modelo operativo"",""Descriptor de cargo"",""RACI"",""Modelo de gobierno""]",Rodrigo Sánchez,Gerente de Innovación y Transformación Digital,1/1/2026,4/7/2026,"Diseño del modelo organzacional (capacidades, estructura organizacional y gobernanza) para el crecimiento de sus negocios en Perú",/sites/Proyectos-TheHouse/Documentos compartidos/Grupo Echeverría Izquierdo/GEI04 - Modelo organizacional de crecimiento Perú,Josue Meneses,4/6/2026 3:34 PM,8/3/2026 6:41 AM,Vicente Chadwick,Miguel Mondaca,Miguel Mondaca
MAP02,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Proyectos probono/MAP02 - Museo de Arte Precolombino,Josue Meneses,5/11/2026 10:03 AM,7/20/2026 8:10 AM,Vicente Chadwick,,
CMPC13,Apoyo Gerencia de Talento,CMPC,Recursos naturales,Estrategia,"[""Andrés Justiniano"",""Sebastián Cifuentes"",""Vicente Chadwick""]","[""Prioridades estratégicas"",""Definiciones estratégicas"",""Mapeo de procesos"",""Optimización de procesos"",""Alineamiento ejecutivo"",""Modelo operativo"",""Quick wins"",""RACI"",""Evaluación de desempeño""]",Daniela Rosas,Gerente de Talento,9/2/2026,5/8/2026,"1) Definiciones estrategicas Gerencia de Talento
2) Rediseño de procesos: Evaluación de Desempeño, Mapeo de Talento y Sucesión, y definiciones de gobernanza
3) Diseño de metodología e identificación de cargos críticos",/sites/Proyectos-TheHouse/Documentos compartidos/CMPC/CMPC13 - Apoyo Gerencia de Talento,Josue Meneses,5/13/2026 6:09 AM,7/24/2026 2:11 PM,Sebastián Cifuentes,Vicente Chadwick,Sebastián Cifuentes
CMPC14,Definiciones Estratégicas AA.CC. y Fundación CMPC,CMPC,Recursos naturales,Estrategia,"[""Andrés Justiniano"",""Sebastián Cifuentes"",""Simón Merino"",""Elisa Robinson"",""Fernanda Galilea"",""Gerardo Boetsch""]","[""Definiciones estratégicas"",""Alineamiento ejecutivo"",""Diagnostico""]",Augusto Robert,VP AA.CC. y Sostenibilidad,22/5/2026,17/8/2026,"1. Definiciones estratégicas y despliegue territorial VP AA.CC.
2. Definición y caracterización de territorios estratégicos de CMPC, junto a planes de acción
3. Revisión de estrategia Fundación CMPC",/sites/Proyectos-TheHouse/Documentos compartidos/CMPC/CMPC14 - Revisión definiciones estratégicas AACC y Fundación CMPC,Josue Meneses,5/18/2026 6:16 AM,8/19/2026 1:16 PM,Andres Justiniano,Sebastián Cifuentes,Simón Merino
MAR01,Sin nombre,Sin cliente,Minería,Estrategia,"[""Juan Pablo Vega"",""Pablo Murillo"",""Tomás Concha"",""Miguel Mondaca"",""Alejandra Loyola"",""José Miguel Sepúlveda""]","[""Benchmark"",""Bonos"",""KPIs"",""Diagnostico"",""Reclutamiento"",""Compensaciones"",""Incentivos""]",Sin contraparte,Country Manager y CFO,25/5/2026,3/7/2026,Sin resumen,/sites/Proyectos-TheHouse/Documentos compartidos/Marimaca/MAR01 - Organización y Workforce Readiness para el Proyecto Marimaca,Josue Meneses,5/25/2026 6:17 AM,8/7/2026 11:39 AM,Vicente Chadwick,Miguel Mondaca,Tomás  Concha
AAA001,AAA001,AAA,Retail,Estrategia,"[""Alessandra"",""Andrés Justiniano"",""Benjamín Díaz""]","[""Alineamiento ejecutivo"",""Roadmap"",""Estructura""]",A,CEO,12/6/2024,31/1/2025,"<div class=""ExternalClass0B6EF134F3F748218F8FEC46E80CCF09""><div class=""ExternalClass322A463904FB42E59B1C2F9305BA6DA4"" style=""font-family&#58;Calibri, Arial, Helvetica, sans-serif;font-size&#58;11pt;color&#58;rgb(0, 0, 0);""><br></div></div><p><br></p><p><br></p>",/sites/Proyectos-TheHouse/Documentos compartidos/AAA (Pruebas)/AAA001 - Prueba 1,Josue Meneses,5/28/2026 9:33 AM,7/20/2026 1:15 PM,,,Martín Rosenfeld
TEST,aaa04,hhh,Non-profit,,"[""Andrés Justiniano"",""Vicente Loyola""]","[""Alineamiento ejecutivo"",""Estructura""]",m,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/AAA (Pruebas)/TEST,Josue Meneses,5/28/2026 9:35 AM,7/20/2026 1:15 PM,,,Martín Rosenfeld
AMCL03,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/AmCham/AMCL03 - Jornada Estratégica Administración 2026,Josue Meneses,5/29/2026 9:45 AM,5/29/2026 9:45 AM,,,
BHP18,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/BHP/BHP18 - Modelo Operativo Innovation Technology,Josue Meneses,5/29/2026 9:49 AM,8/19/2026 11:47 AM,,,Joaquín Cerda
BHP19,BHP Global Leaching Strategy,BHP,Recursos naturales,Estrategia,"[""Mariana Hernández"",""Sebastián Camus"",""Josefina Guridi"",""Andrés Mercado"",""Sofía Delano"",""Martín Rosenfeld""]","[""Roadmap"",""Definiciones estratégicas"",""Focos estratégicos"",""Iniciativas estratégicas"",""Planificación estratégica""]",Maki Ikeda,Head of Innovation Projects - Growth,2/2/2026,6/11/2026,"Definir la estrategia global de lixiviación de cobre de BHP y traducirla en la hoja de ruta para implementarla, cubriendo la aspiración a 2037, focos estratégicos, iniciativas estratégicas, la cuantificación de impacto y el diseño del plan de implementación",/sites/Proyectos-TheHouse/Documentos compartidos/BHP/BHP19 - Leaching Strategy,Josue Meneses,5/29/2026 9:49 AM,7/23/2026 10:08 AM,Vicente Chadwick,Martín Rosenfeld,Joaquín López
CAS01,Definiciones estratégicas de innovación en Clínica Alemana,Clínica Alemana,Salud,Estrategia,"[""Francisco Croquevielle"",""Josefina Guridi"",""Cristina Montes"",""Alfonso Undurraga""]","[""Alineamiento ejecutivo"",""KPIs"",""Modelo operativo"",""Definiciones estratégicas"",""Incentivos"",""Comités"",""Estructura""]",Loreto Bezamat,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Clínica Alemana/CAS01 - Definiciones estratégicas de Innovación,Josue Meneses,5/29/2026 9:52 AM,8/20/2026 7:16 AM,Vicente Chadwick,Francisco Croquevielle,Florencia Santa Cruz
CMPC08,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/CMPC/CMPC08 - Talleres estratégicos Gerencia P&O,Josue Meneses,5/29/2026 9:55 AM,7/20/2026 7:27 AM,Francisco Croquevielle,,
CMPC12,Definiciones estratégicas y apoyo implementación MO Planificación Maderas,CMPC,Recursos naturales,Estrategia,"[""Andrés Justiniano"",""Magdalena Gálvez"",""Sebastián Camus"",""Francisco Croquevielle""]","[""Modelo operativo"",""Definiciones estratégicas"",""Estructura"",""Diagnostico""]",Juan Pablo Pereira,Gerente Negocios Maderas,5/5/2025,,"<div class=""ExternalClassECD31E2D02A3416590ACE04036BF1749""><div>1) Definiciones estrategicas Niuform 2) Plan Operativización Estrategia 3) Apoyo implementación MO 4)<span style=""text-align&#58;inherit;"">&#160;Alcance áreas clave</span></div></div>",/sites/Proyectos-TheHouse/Documentos compartidos/CMPC/CMPC12 - Definiciones estratégicas y apoyo implementación MO planificación Maderas,Josue Meneses,5/29/2026 9:56 AM,8/9/2026 3:41 PM,Francisco Croquevielle,Francisco Croquevielle,Joaquín López
CSCR01,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Corporación Seguir Creciendo/CSCR01,Josue Meneses,5/29/2026 9:58 AM,7/20/2026 7:32 AM,Juan Pablo Vega,,
GIRO01,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/GIRO/GIRO01 - Planificación Estratégica,Josue Meneses,5/29/2026 9:58 AM,5/29/2026 9:58 AM,,,
LUN02,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Lundin Mining/LUN02 - Documento de justificación,Josue Meneses,5/29/2026 9:59 AM,7/20/2026 7:55 AM,Vicente Chadwick,,
MSB03,Diseño y Ajuste al Modelo Operativo Hidrogeología,Minera Salar Blanco S.A.,Minería,Sistema organizacional,"[""Alfonso Undurraga"",""Josefina Cruz"",""Tomás Concha"",""Javier de Petris""]","[""Modelo operativo"",""Alineamiento ejecutivo"",""Estructura"",""Ciclo de gobierno"",""Descriptor de cargo"",""Mapeo de procesos"",""Roadmap""]",Nicolás Iturra,Gerente Hidrogeología,1/7/2026,,"Consolidación de la Carta Gantt y ajuste de la estructura organizacional, roles y responsabilidades, y gobernanza de la Gerencia de Hidrogeología de MSB, de cara a 2026-2027",/sites/Proyectos-TheHouse/Documentos compartidos/Minera Salar Blanco/MSB03 - Diseño y Ajuste al Modelo Operativo Hidrogeología,Josue Meneses,5/29/2026 10:00 AM,7/23/2026 6:38 PM,Javier de Petris,Javier de Petris,
PASA05,Gobernanza de procesos críticos y proyectos estratégicos ,Parque Arauco ,Retail,Sistema organizacional,"[""Juan Pablo Vega"",""Sebastián Cifuentes"",""Miguel Mondaca"",""José Miguel Sepúlveda"",""Bernardita Lea-Plaza"",""Elisa Robinson"",""Fernanda Galilea""]","[""Benchmark"",""Roadmap"",""Plan de implementación"",""Comités"",""KPIs"",""Ciclo de gobierno"",""Optimización de procesos"",""Mapeo de procesos""]",Carolina Gutiérrez,Head of Proyectos Especiales,23/3/2026,6/5/2026,"El proyecto tuvo como objetivo consensuar la cadena de valor regional de PASA, identificando los procesos críticos y aquellos con mayores brechas. Además, se consolidaron las iniciativas existentes y se cruzaron con los procesos críticos, con el fin de evaluar los esfuerzos actualmente en curso. Posteriormente, se diseñó una gobernanza para abordar la gestión, seguimiento y mejora de los procesos críticos, para luego construir, a través de una matriz de priorización, una hoja de ruta de mejora de cara al futuro",/sites/Proyectos-TheHouse/Documentos compartidos/Parque Arauco/PASA05 - Gobernanza de procesos críticos y proyectos estratégicos,Josue Meneses,5/29/2026 10:01 AM,8/10/2026 6:06 AM,Vicente Chadwick,Elisa  Robinson,Gerardo Boetsch
LLCA01,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Proyectos probono/LLCA01 - Alternativas de colaboración para fundaciones educacionales,Josue Meneses,5/29/2026 10:02 AM,7/20/2026 8:04 AM,Magdalena Galvez,,
PCO02,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Pucobre/PCO02 - Modelo operativo GAF,Josue Meneses,5/29/2026 10:04 AM,5/29/2026 10:04 AM,,,
SDCH01,Operativización del Acuerdo con Novandino,Salares de Chile,Recursos naturales,Sistema organizacional,"[""Loredanna Celleri"",""Josefina Guridi"",""Javier de Petris"",""Fernanda Galilea""]","[""Plan de implementación"",""Modelo operativo""]",Jaime San Martín,Gerente General,13/3/2026,27/4/2026,"Diseñar el modelo de relacionamiento de Salares de Chile con Novandino Litio para operativizar el acuerdo con SQM, maximizando su valor dentro de las restricciones regulatorias. Cubrió estructura y roles, gobernanza y rutinas, y flujo de información, en dos etapas (bases y diseño/validación) con entrevistas a stakeholders y una sesión estratégica con el Directorio de Novandino",/sites/Proyectos-TheHouse/Documentos compartidos/Salares de Chile/SDCH01 - Operativización del acuerdo con Novandino,Josue Meneses,5/29/2026 11:25 AM,7/30/2026 4:13 PM,Vicente Chadwick,Javier de Petris,
SQM17,SQM17 - Rediseño organizacional OO.CC. SQM NV&PE,SQM,Minería,Sistema organizacional,"[""Alejandra Loyola"",""José Miguel Sepúlveda"",""Alfonso Undurraga"",""Pablo Murillo"",""Josefa Arias"",""Francisco Croquevielle"",""Joaquín Cerda""]","[""Estructura"",""Eficiencia"",""KPIs"",""Definiciones estratégicas"",""Descriptor de cargo"",""RACI"",""Negocio base"",""Poblamiento de la estructura"",""Automatización"",""Roadmap"",""Plan de implementación""]","Juan Pablo Bellolio, Joshua Barten","VP Comercial SQM NV&PE, Gerente de Estrategia y Gestión Comercial",23/2/2026,2/7/2026,"Parte I: Se rediseñó el modelo organizacional de las Subsidiarias de SQM NV&PE. Se integró el rol de Business Director en 4 mercados target (México, LatAm, Norteamérica y Europa & RoW), que será el responsable del P&L de su región y de integrar las funciones comercial, logística, operativa, etc., a nivel local.  Esta etapa también desarrolló un assessment estratégico.

Parte II: Se alinearon los líderes para el cambio, capacitando a los nuevos Business Directors y Planificadores. Se desarrolló un frente de simplificación del negocio, priorizando mercados, clientes y productos por región. Se dimensionó la oportunidad de valor de 40-80 MUSD en potencial EBITDA.
",/sites/Proyectos-TheHouse/Documentos compartidos/SQM/SQM17 - Modelo organizacional OO.CC. SPN,Josue Meneses,5/29/2026 11:26 AM,7/30/2026 4:12 PM,Joaquín Cerda,Francisco Croquevielle,Constanza Aguilera
WOM01,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/WOM/WOM01 - Offsite Management Team,Josue Meneses,5/29/2026 11:28 AM,7/20/2026 8:08 AM,Vicente Chadwick,,
EAS05,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Easy/EAS05 - Planificación Estratégica Easy Chile,Josue Meneses,6/1/2026 7:35 AM,7/20/2026 7:27 AM,Juan Pablo Vega,,
SQM19,"SQM19 - Revisión Organizacional Gestión de Riesgos, Auditoría Interna y Compliance",SQM,Minería,Sistema organizacional,"[""Alejandra Loyola"",""Loredanna Celleri"",""Josefina Cruz"",""Javier de Petris"",""Simón Merino"",""Sofía Figueroa""]","[""Benchmark"",""Modelo de talento"",""Estructura"",""Comités"",""Mejores practicas"",""Dinámica de equipo"",""RACI"",""Liderazgo"",""DISC"",""Taller de Liderazgo""]",Gonzalo Aguirre,VP Legal SQM YNV,20/4/2026,6/11/2026,Sin resumen,"/sites/Proyectos-TheHouse/Documentos compartidos/SQM/SQM19 - Revisión Organizacional Gestión de Riesgos, Auditoría Interna y Compliance",Josue Meneses,6/5/2026 7:00 AM,7/31/2026 12:34 PM,Vicente Chadwick,Javier de Petris,Sofía Figueroa
SQM18,SQM18 - Revisión organizacional SQMi,SQM,Minería,Sistema organizacional,"[""Alejandra Loyola"",""Josefina Cruz"",""José Miguel Sepúlveda"",""Javier de Petris"",""Loredanna Celleri"",""Consuelo Moreno""]","[""Cultura organizacional"",""Estructura"",""Prioridades estratégicas"",""KPIs"",""Modelo operativo"",""RACI"",""Desvinculación""]",Mark Fones,CEO SQM International Lithium,16/3/2026,19/6/2026,Sin resumen,/sites/Proyectos-TheHouse/Documentos compartidos/SQM/SQM18 - Revisión organizacional Int. Lithium,Josue Meneses,6/23/2026 12:20 PM,7/30/2026 4:16 PM,Consuelo Moreno,Javier de Petris,
AA01,Sin nombre,Flo,Retail,Gestión del cambio,"[""Vicente Chadwick""]",,Sin contraparte,CEO,6/25/2026,,Sin resumen,/sites/Proyectos-TheHouse/Documentos compartidos/AAA (Pruebas)/AA01 - Test Martin,Josue Meneses,6/25/2026 12:09 PM,7/20/2026 11:44 AM,Martín Rosenfeld,,
AA04,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/AAA (Pruebas)/AA04 - Testst,Josue Meneses,6/25/2026 1:51 PM,7/20/2026 11:44 AM,,,
TEST0001,Proyecto de Prueba yujuu,Prueba viernesss,Minería,Estrategia,"[""Benjamín Matte"",""Francisco Croquevielle"",""Josefina Guridi""]","[""Benchmark"",""Estructura""]",Martín Rosenfeld,Consultor Analista,18/6/2024,25/12/2024,Resumen de proyecto... bla bla bla,/sites/Proyectos-TheHouse/Documentos compartidos/AAA (Pruebas)/TEST0001 - Proyecto Ficticio,Josue Meneses,7/15/2026 6:30 AM,7/20/2026 11:44 AM,,,
CENCO04,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Cencosud/CENCO04 - Gobernanza de procesos Gerencia Personas & Organización,Josue Meneses,7/15/2026 11:44 AM,8/11/2026 3:01 PM,Francisco Croquevielle,,Vicente Chadwick
Codelco VP Sustentabilidad,,,,,,,,,,,,,Josue Meneses,7/15/2026 1:32 PM,7/15/2026 1:32 PM,,,
Codelco División Chuquicamata,,,,,,,,,,,,,Josue Meneses,7/15/2026 1:33 PM,7/15/2026 1:33 PM,,,
Codelco División El Teniente,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Codelco/Codelco División El Teniente,Josue Meneses,7/15/2026 1:33 PM,8/20/2026 7:16 AM,Vicente Chadwick,,Florencia Santa Cruz
CSCxx,,,,,,,,,,,,,Josue Meneses,7/15/2026 1:33 PM,7/15/2026 1:33 PM,,,
COLBUN01,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Colbún/COLBUN01 - Modelo organizacional de expansión,Josue Meneses,7/15/2026 1:33 PM,8/9/2026 6:54 PM,Andres Justiniano,,Vicente Chadwick
CSC08,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Cenco malls/CSC08 - Programa de Loyalty,Josue Meneses,7/15/2026 1:35 PM,7/23/2026 9:40 AM,Javier de Petris,,
CSCxx,,,,,,,,,,,,,Josue Meneses,7/15/2026 1:35 PM,7/15/2026 1:35 PM,,,
ESS03,,,,,,,,,,,,,Josue Meneses,7/15/2026 2:51 PM,7/15/2026 2:51 PM,,,
ENG01,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Engie/ENG01 - Apoyo a la transformación de la Gerencia O&M,Josue Meneses,7/15/2026 2:53 PM,7/20/2026 11:53 AM,Vicente Chadwick,,
Penta,,,,,,,,,,,,,Josue Meneses,7/15/2026 3:09 PM,7/15/2026 3:09 PM,,,
Penta,,,,,,,,,,,,,Josue Meneses,7/15/2026 3:09 PM,7/15/2026 3:09 PM,,,
Penta,,,,,,,,,,,,,Josue Meneses,7/15/2026 3:09 PM,7/15/2026 3:09 PM,,,
INFC01,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Infocap/INFC01 - Modelo de negocio,Josue Meneses,7/15/2026 3:13 PM,7/20/2026 7:54 AM,Vicente Chadwick,,
VTR01,,,,,,,,,,,,,Josue Meneses,7/15/2026 3:32 PM,7/15/2026 3:32 PM,,,
SEN02,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/Senadis/SEN02 - Planificación estratégica,Josue Meneses,7/15/2026 3:34 PM,7/20/2026 8:10 AM,Vicente Chadwick,,
AA07,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/AAA (Pruebas)/AA07 - Test Test,Josue Meneses,7/17/2026 12:44 PM,7/20/2026 1:15 PM,,,Martín Rosenfeld
AA05,,,,,,,,,,,,/sites/Proyectos-TheHouse/Documentos compartidos/AAA (Pruebas)/AA05 - Ahora si test,Josue Meneses,7/17/2026 12:46 PM,7/20/2026 12:09 PM,Martín Rosenfeld,,
